Price,Prediction
24.75,26.477042977828802
24.0,26.55236284252673
25.0,26.618520575184153
24.75,26.653240545229757
24.75,26.68805634897347
24.75,26.722429137349824
24.5,26.746183621953925
24.0,26.78208898304884
24.25,26.842896298854534
24.25,26.863413767773785
24.5,26.86733746457382
24.75,26.882460939878438
24.5,26.888033316826505
24.5,26.905350169256415
24.0,26.925262667892117
23.0,26.923108970878125
22.25,26.92852073877025
23.5,26.939443179788036
23.75,26.944492719542026
23.5,26.965475470887778
23.75,27.014374896726338
23.75,27.025387365724303
23.75,27.02172129220642
23.5,27.03078153580441
23.5,27.031507412516394
23.5,27.044947563613736
23.5,27.06175634159177
23.5,27.057115030126866
23.25,27.06053025258228
23.5,27.069847555966163
24.5,27.07360393066787
23.75,27.09354217549851
22.5,27.14159528873946
22.75,27.15191941610426
23.25,27.14769091211095
24.25,27.156289083041038
24.25,27.156632877530026
24.25,27.169754702991323
24.0,27.186295972682576
23.75,27.181427657027974
23.75,27.184648159186946
23.5,27.193796474233384
23.5,27.197404370320797
23.75,27.217210483863983
23.75,27.26514449549578
23.75,27.275359906589554
23.8,27.2710309639853
23.8,27.2795352940344
23.8,27.2797905063798
23.75,27.29282794118748
23.75,27.309288161062817
23.75,27.304341458415465
23.6,27.30748569599165
23.65,27.31655943812754
23.4,27.32009410965605
23.0,27.33982807334742
22.65,27.387690791725422
22.05,27.39783559231902
22.15,27.393436583405105
22.9,27.40187128089296
23.0,27.40205720639739
23.0,27.415025629921324
22.9,27.431417058146508
22.45,27.426401738908506
22.3,27.429477499425666
22.6,27.438482875716556
22.6,27.441949270043498
22.85,27.461615027186774
22.2,27.509409595331203
22.25,27.519486290576868
22.15,27.515019212091225
21.3,27.523385868522872
21.45,27.523503775699464
22.0,27.53640419901126
22.3,27.55272764146347
23.0,27.54764434796127
23.4,27.55065214338733
23.5,27.559589561898562
23.5,27.562988004273443
23.8,27.582585814109567
23.75,27.63031243864908
23.7,27.640321193240702
23.5,27.635786176453017
23.3,27.644084896457294
23.25,27.644134868700718
23.2,27.656967358270318
23.45,27.673222867929592
23.45,27.668071642391066
23.45,27.671011506383856
23.7,27.67988099394249
23.85,27.68321150574789
25.5,27.702741385319896
26.0,27.750400079838688
26.5,27.76034090460358
26.9,27.7557379581438
27.05,27.76396874859922
26.85,27.763950791392027
26.8,27.776715351589296
26.9,27.79290293193865
26.9,27.787683777139943
26.45,27.790555711912198
26.1,27.7993572702819
26.05,27.802619852923556
26.15,27.82208180335189
26.15,27.869672568743013
26.0,27.879545464392994
26.05,27.874874588828458
26.5,27.883037450187228
26.6,27.882951563889847
26.55,27.89564819500207
26.0,27.911767846270482
26.1,27.90648076239411
26.45,27.909284768091304
26.5,27.918018397388018
26.6,27.921213050958343
26.8,27.94060707231667
27.0,27.988129908638832
26.9,27.997934875220693
26.9,27.993196070588706
26.75,28.001291002880556
27.0,28.00113718751668
27.75,28.01376588956275
28.5,28.02981761176528
28.0,28.024462598823234
28.55,28.027198675454926
28.65,28.035864375686277
28.15,28.03899110019135
27.95,28.05831719248451
27.6,28.10577209974157
27.25,28.11550913725839
27.1,28.1107024035614
27.55,28.11872940678829
27.9,28.118507662359477
28.1,28.131068435340634
28.1,28.147052228478266
28.05,28.141629286471336
28.0,28.144297434038158
28.0,28.15289520520465
27.85,28.15595400064487
27.75,28.17521216387318
27.7,28.222599142065395
27.5,28.23226825051737
27.3,28.227393587755547
27.5,28.23535266191759
27.85,28.235062988423948
27.85,28.24755583234027
27.95,28.263471696413077
28.0,28.257980825341317
27.95,28.260581043843306
27.95,28.269110885944965
28.0,28.272101752320353
28.15,28.29129198648383
29.55,28.338611035611226
29.25,28.348212214998373
28.65,28.34326962317172
28.6,28.351160768268947
28.15,28.350803165710474
27.95,28.363228080561974
27.45,28.379076015569943
27.2,28.373517215433356
26.4,28.376049504870522
26.7,28.384511417907355
26.25,28.387434355217916
26.15,28.40655666031657
26.2,28.453807780379137
26.35,28.463341030701457
26.1,28.45833050980998
26.15,28.46615372584238
26.45,28.465728194219075
26.8,28.478085180005742
28.35,28.493865185948888
28.0,28.488238456747474
27.65,28.490702817119814
27.45,28.49909680109182
27.65,28.501951809337555
27.7,28.521006185371384
27.7,28.56818937636912
27.4,28.577654697626613
27.45,28.57257624767031
27.55,28.580331534637878
27.5,28.579838073949748
27.35,28.592127130671592
27.2,28.60783920754991
27.25,28.602144549283672
27.3,28.604540980591185
27.0,28.612867035498365
27.15,28.615654114679273
27.25,28.634640561648272
27.3,28.681755823581184
27.45,28.69115321577385
27.5,28.686006836752718
27.55,28.69369419465546
28.1,28.693132804902504
28.15,28.70535393255952
28.15,28.720998080373015
28.15,28.71523549304195
27.75,28.717563995284635
27.85,28.725822121126985
27.55,28.728541271243067
27.0,28.74745978914724
27.5,28.79450712201532
27.45,28.803836585143163
27.75,28.798622277057206
27.5,28.806241705895122
27.7,28.80561238707734
27.95,28.81776558566953
27.75,28.833341804418197
27.85,28.827511288022304
27.8,28.82977186120016
27.25,28.837962057977688
27.5,28.840613279028943
27.5,28.859463867868286
27.6,28.90644327167154
27.55,28.915704805734556
27.45,28.91042256858377
27.4,28.917974068356855
27.55,28.917276820474246
27.6,28.92936209000161
27.6,28.94487037968545
27.45,28.938971934224732
27.2,28.941164578337762
27.3,28.949286846050462
27.65,28.951870138036888
27.9,28.970652797811407
28.0,29.017564272549837
28.5,29.02675787754802
29.2,29.021407711332408
29.45,29.02889128204067
29.3,29.028126105093236
29.1,29.040143445555774
29.0,29.055583806174788
28.9,29.049617431649242
28.3,29.051742146697446
28.2,29.05979648534532
28.0,29.06231184826692
28.25,29.081026578976612
28.15,29.127870124650215
28.05,29.136995800583573
26.2,29.131577705303133
26.65,29.13899334694657
26.85,29.138160240934308
26.8,29.15010965233202
26.85,29.165482083886204
26.95,29.159447780295828
27.05,29.161504566279202
27.15,29.16949097586225
27.15,29.17193840971902
27.2,29.190585211363885
27.15,29.237360827972662
27.25,29.246418574841194
27.2,29.240932550495927
27.35,29.248280263074538
27.5,29.24737922799745
27.5,29.25926071033033
27.55,29.274565212819688
27.15,29.268462980164486
27.1,29.270451837083037
27.5,29.278370317601254
